c
https://ilmanifesto.it/mema/ontology#Author
https://ilmanifesto.it/mema/ontology#Article
https://ilmanifesto.it/mema/ontology#Tag
https://ilmanifesto.it/mema/ontology#Topic
https://ilmanifesto.it/mema/ontology#Category
https://ilmanifesto.it/mema/ontology#Picture
https://ilmanifesto.it/mema/ontology#Person
https://ilmanifesto.it/mema/ontology#Location
